,Stations,LAT,LON,ShinjukuMade,ShinjukuDist,TokyoMade,TokyoDist,ShibuyaMade,ShibuyaDist,IkebukuroMade,IkebukuroDist,UenoMade,UenoDist,ShinagawaMade,ShinagawaDist,Lat_Lon
289,上野駅,35.71417,139.7774,33.416666666666664,9.4 km,12.383333333333333,5.2 km,23.36666666666667,14.2 km,33.266666666666666,8.8 km,0.0,0 km,20.3,11.5 km,"35.71417, 139.7774"
290,新大塚駅,35.726067,139.72939,24.2,6.7 km,16.716666666666665,10.6 km,26.316666666666666,17.4 km,11.65,2.7 km,20.166666666666668,5.8 km,26.13333333333333,17.7 km,"35.726067, 139.72939"
291,住吉駅,35.689014,139.81583,31.0,14.2 km,11.416666666666664,6.6 km,24.16666666666667,15.8 km,24.816666666666666,17.0 km,19.65,6.0 km,21.08333333333333,13.1 km,"35.689014, 139.81583"
292,緑が丘駅,35.606506,139.67915,32.03333333333333,13.0 km,25.33333333333333,16.2 km,21.98333333333333,8.5 km,39.48333333333333,20.2 km,30.16666666666667,19.9 km,30.13333333333333,9.0 km,"35.606506, 139.67915"
293,下板橋駅,35.7457,139.71487,22.61666666666667,11.6 km,19.416666666666668,12.2 km,25.03333333333333,18.2 km,12.433333333333335,2.9 km,24.16666666666667,10.8 km,28.83333333333333,19.2 km,"35.7457, 139.71487"
294,野方駅,35.719685,139.65321,21.416666666666668,7.4 km,32.11666666666667,18.5 km,28.0,13.0 km,21.316666666666666,7.4 km,38.266666666666666,12.5 km,39.21666666666667,23.7 km,"35.719685, 139.65321"
295,品川シーサイド駅,35.609446999999996,139.7497,28.23333333333333,17.4 km,14.8,8.6 km,27.216666666666665,8.9 km,33.2,20.8 km,19.633333333333333,12.3 km,9.75,3.0 km,"35.609447, 139.7497"
296,下落合駅,35.71568,139.6953,12.583333333333336,3.0 km,28.95,8.9 km,26.66666666666667,8.3 km,11.833333333333336,3.3 km,26.816666666666666,8.2 km,32.03333333333333,18.1 km,"35.71568, 139.6953"
297,竹芝駅,35.653965,139.76192,25.6,8.5 km,9.783333333333333,4.2 km,18.216666666666665,9.4 km,28.25,16.3 km,14.666666666666664,7.8 km,12.0,4.1 km,"35.653965, 139.76192"
298,小竹向原駅,35.74334,139.67952,26.61666666666667,10.7 km,25.98333333333333,15.4 km,31.58333333333333,14.2 km,18.183333333333334,4.9 km,30.73333333333333,14.0 km,35.38333333333333,22.4 km,"35.74334, 139.67952"
299,大久保駅,35.70173,139.69613999999999,5.8,1.2 km,24.15,11.9 km,20.7,5.7 km,16.9,4.9 km,30.68333333333333,8.0 km,30.36666666666667,17.4 km,"35.70173, 139.69614"
300,糀谷駅,35.554474,139.72977,34.46666666666667,22.7 km,22.28333333333333,18.2 km,29.216666666666665,22.8 km,40.833333333333336,30.4 km,27.11666666666667,21.9 km,25.95,15.5 km,"35.554474, 139.72977"
301,中目黒駅,35.64416,139.69884,12.083333333333336,6.1 km,15.633333333333333,14.1 km,9.583333333333334,5.1 km,19.416666666666668,11.8 km,20.45,17.8 km,20.78333333333333,14.3 km,"35.64416, 139.69884"
302,有明テニスの森駅,35.640076,139.78883000000002,26.066666666666666,18.0 km,12.65,9.2 km,19.116666666666667,13.9 km,27.65,20.6 km,17.466666666666665,12.9 km,18.516666666666666,8.0 km,"35.640076, 139.78883000000002"
303,牛田駅,35.744385,139.8113,29.08333333333333,20.7 km,16.866666666666667,10.7 km,27.18333333333333,21.0 km,27.1,17.5 km,15.616666666666667,5.9 km,31.15,16.9 km,"35.744385, 139.8113"
304,新高島平駅,35.79022600000001,139.65428,28.3,18.8 km,26.41666666666667,21.5 km,30.78333333333333,22.1 km,20.2,13.7 km,31.16666666666667,20.1 km,35.81666666666667,28.5 km,"35.79022600000001, 139.65428"
305,小台駅,35.750479999999996,139.76173,28.65,14.9 km,27.91666666666667,10.7 km,30.516666666666666,18.2 km,19.933333333333334,9.8 km,20.3,6.0 km,36.68333333333333,17.2 km,"35.75048, 139.76173"
306,月島駅,35.66386,139.78409,26.216666666666665,16.6 km,10.366666666666667,2.9 km,19.266666666666666,12.5 km,26.45,15.0 km,12.866666666666667,6.5 km,17.95,7.9 km,"35.66386, 139.78409"
307,西高島平駅,35.79189,139.64588999999998,27.016666666666666,18.3 km,25.13333333333333,21.0 km,29.516666666666666,21.7 km,18.916666666666668,13.2 km,29.88333333333333,19.6 km,34.55,28.0 km,"35.79189, 139.64588999999998"
308,若林駅,35.645992,139.65993,18.6,7.4 km,22.9,15.5 km,14.35,5.0 km,27.03333333333333,13.1 km,27.716666666666665,19.2 km,28.05,15.7 km,"35.645992, 139.65993"
309,八広駅,35.72725,139.82835,31.18333333333333,23.5 km,18.966666666666665,13.5 km,35.73333333333333,21.7 km,25.466666666666665,19.6 km,18.9,6.2 km,34.416666666666664,17.2 km,"35.72725, 139.82835"
310,大鳥居駅,35.552279999999996,139.74016,32.166666666666664,25.8 km,18.733333333333334,17.1 km,25.216666666666665,21.7 km,37.13333333333333,29.2 km,23.55,20.8 km,22.38333333333333,14.3 km,"35.55228, 139.74016"
311,菊川駅,35.6884,139.8061,26.28333333333333,16.4 km,14.75,4.2 km,24.38333333333333,16.7 km,26.966666666666665,17.9 km,16.766666666666666,4.9 km,25.716666666666665,10.7 km,"35.6884, 139.8061"
312,大岡山駅,35.607487,139.68563999999998,30.38333333333333,12.8 km,22.53333333333333,15.3 km,20.2,8.7 km,36.68333333333333,19.3 km,27.35,19.0 km,27.316666666666666,8.1 km,"35.607487, 139.68563999999998"
313,三鷹台駅,35.692066,139.58931,23.1,12.3 km,33.63333333333333,20.6 km,28.58333333333333,15.2 km,31.7,18.0 km,37.266666666666666,26.2 km,39.8,25.9 km,"35.692066, 139.58931"
314,堀切菖蒲園駅,35.74762,139.82745,31.8,21.8 km,17.166666666666668,12.6 km,28.15,23.6 km,25.25,17.0 km,18.8,7.3 km,26.83333333333333,19.0 km,"35.74762, 139.82745"
315,京成立石駅,35.738279999999996,139.8486,35.23333333333333,24.2 km,23.03333333333333,14.1 km,36.45,31.8 km,29.516666666666666,20.3 km,25.43333333333333,8.7 km,32.7,20.6 km,"35.73828, 139.8486"
316,新柴又駅,35.75104,139.8794,44.4,29.3 km,32.18333333333333,19.3 km,42.5,29.6 km,38.96666666666667,26.6 km,35.53333333333333,13.5 km,41.85,25.8 km,"35.75104, 139.8794"
317,扇大橋駅,35.76389,139.77086,24.41666666666667,16.5 km,26.78333333333333,11.5 km,26.9,19.9 km,16.316666666666666,11.4 km,19.183333333333334,6.8 km,29.33333333333333,23.5 km,"35.76389, 139.77086"
318,辰巳駅,35.64577,139.81035,32.75,17.9 km,21.8,6.5 km,30.716666666666665,16.1 km,33.93333333333333,18.3 km,24.316666666666666,10.1 km,27.966666666666665,10.8 km,"35.64577, 139.81035"
319,仲御徒町駅,35.70662700000001,139.7762,21.233333333333334,14.1 km,8.683333333333334,4.2 km,19.666666666666668,13.2 km,22.41666666666667,14.5 km,1.6166666666666667,0.6 km,16.6,10.5 km,"35.70662700000001, 139.7762"
320,武蔵新田駅,35.56797800000001,139.6922,35.016666666666666,16.4 km,29.016666666666666,18.3 km,32.18333333333333,11.5 km,43.4,27.2 km,33.85,22.0 km,32.11666666666667,10.7 km,"35.56797800000001, 139.6922"
321,赤羽橋駅,35.654984000000006,139.744,22.88333333333333,6.8 km,13.616666666666667,4.7 km,15.0,5.2 km,26.066666666666666,16.2 km,16.716666666666665,11.9 km,14.183333333333335,4.1 km,"35.654984000000006, 139.744"
322,松陰神社前駅,35.644005,139.65526,21.73333333333333,8.2 km,22.05,15.4 km,14.35,5.0 km,30.16666666666667,13.8 km,26.86666666666667,19.1 km,27.2,15.5 km,"35.644005, 139.65526"
323,鬼子母神前駅,35.720055,139.71468000000002,14.9,4.0 km,16.083333333333332,9.2 km,23.88333333333333,7.4 km,7.55,1.8 km,20.83333333333333,7.8 km,25.48333333333333,16.2 km,"35.720055, 139.71468000000002"
324,千鳥町駅,35.573,139.69142,34.016666666666666,15.8 km,26.78333333333333,17.4 km,31.25,11.9 km,42.38333333333333,26.6 km,31.6,21.1 km,31.11666666666667,10.2 km,"35.573, 139.69142"
325,熊野前駅,35.748528,139.76985,26.9,17.9 km,24.1,9.8 km,29.4,21.3 km,18.816666666666666,12.8 km,16.5,5.1 km,32.016666666666666,16.1 km,"35.748528, 139.76985"
326,虎ノ門駅,35.6702,139.74973,18.916666666666668,5.8 km,7.883333333333334,2.7 km,11.366666666666667,5.5 km,22.83333333333333,13.4 km,13.466666666666667,7.4 km,18.5,5.5 km,"35.6702, 139.74973"
327,茗荷谷駅,35.71737299999999,139.73678999999998,24.2,6.5 km,22.48333333333333,5.8 km,27.35,16.2 km,16.85,4.2 km,16.316666666666666,4.4 km,27.15,16.4 km,"35.71737299999999, 139.73678999999998"
328,四ツ木駅,35.731903,139.83487,28.216666666666665,22.5 km,16.016666666666666,12.5 km,26.316666666666666,22.8 km,22.5,18.7 km,19.483333333333334,8.5 km,25.68333333333333,19.0 km,"35.731903, 139.83487"
329,江北駅,35.773876,139.77042,26.86666666666667,17.6 km,29.25,12.6 km,29.36666666666667,21.0 km,18.78333333333333,12.5 km,21.65,7.9 km,37.16666666666666,18.9 km,"35.773876, 139.77042"
330,高井戸駅,35.68326,139.61518999999998,17.016666666666666,10.1 km,27.766666666666666,18.4 km,22.516666666666666,13.0 km,25.63333333333333,15.8 km,36.11666666666667,23.2 km,33.73333333333333,23.7 km,"35.68326, 139.61518999999998"
331,潮見駅,35.65873300000001,139.8174,36.61666666666667,14.7 km,17.033333333333335,7.1 km,28.016666666666666,18.1 km,30.43333333333333,17.5 km,20.53333333333333,10.9 km,26.86666666666667,13.0 km,"35.65873300000001, 139.8174"
332,浅草駅,35.710793,139.79776,32.31666666666667,14.0 km,17.15,4.5 km,25.48333333333333,15.6 km,27.516666666666666,21.8 km,7.133333333333334,2.1 km,24.66666666666667,13.1 km,"35.710793, 139.79776"
333,東大前駅,35.71782,139.75801,27.45,8.5 km,15.916666666666664,4.6 km,28.95,14.2 km,23.83333333333333,7.1 km,8.733333333333333,2.3 km,26.88333333333333,12.8 km,"35.71782, 139.75801"
334,桜台駅,35.7387,139.66238,24.68333333333333,9.6 km,28.85,16.4 km,31.266666666666666,15.2 km,18.05,5.3 km,33.61666666666667,15.0 km,38.266666666666666,23.4 km,"35.7387, 139.66238"
335,高輪台駅,35.63166,139.73033,28.8,9.7 km,20.28333333333333,8.6 km,14.966666666666667,4.8 km,30.61666666666667,20.5 km,19.83333333333333,15.0 km,12.4,3.5 km,"35.63166, 139.73033"
336,洗足駅,35.610413,139.6944,26.38333333333333,12.2 km,19.566666666666666,13.8 km,19.266666666666666,8.6 km,35.166666666666664,23.0 km,24.38333333333333,17.5 km,24.36666666666667,6.6 km,"35.610413, 139.6944"
337,東北沢駅,35.665432,139.67302,12.933333333333335,4.1 km,23.83333333333333,17.7 km,11.566666666666665,3.5 km,20.9,10.0 km,26.466666666666665,18.2 km,34.2,10.6 km,"35.665432, 139.67302"
338,穴守稲荷駅,35.55039199999999,139.74675,30.53333333333333,25.4 km,17.1,16.6 km,23.566666666666666,21.3 km,35.5,28.8 km,21.91666666666667,20.3 km,20.75,13.9 km,"35.55039199999999, 139.74675"
339,東銀座駅,35.6697,139.76713999999998,25.3,8.4 km,4.55,1.5 km,18.883333333333333,10.3 km,22.216666666666665,13.7 km,8.633333333333333,5.3 km,15.816666666666665,7.5 km,"35.6697, 139.76713999999998"
340,岩本町駅,35.69557000000001,139.77518,27.03333333333333,8.2 km,10.5,2.5 km,21.133333333333333,14.3 km,24.816666666666666,10.8 km,5.7,1.8 km,19.816666666666666,9.8 km,"35.69557000000001, 139.77518"
341,荏原町駅,35.603863,139.7075,25.716666666666665,12.1 km,18.9,13.7 km,24.68333333333333,10.4 km,34.5,22.9 km,23.716666666666665,17.4 km,23.7,6.5 km,"35.603863, 139.7075"
342,白金台駅,35.637935999999996,139.72615,26.86666666666667,7.9 km,18.466666666666665,7.9 km,13.266666666666667,4.0 km,32.78333333333333,17.3 km,19.116666666666667,12.9 km,15.766666666666667,4.9 km,"35.637936, 139.72615"
343,西大島駅,35.68919,139.82602,33.5,15.1 km,13.933333333333335,7.5 km,26.66666666666667,16.7 km,27.33333333333333,17.9 km,22.15,6.9 km,23.6,14.0 km,"35.68919, 139.82602"
344,新馬場駅,35.616516,139.74147,23.88333333333333,11.5 km,15.883333333333333,8.4 km,21.58333333333333,7.1 km,34.28333333333333,20.5 km,20.7,12.1 km,8.266666666666667,2.1 km,"35.616516, 139.74147"
345,志村坂上駅,35.775784,139.6953,24.0,12.4 km,22.11666666666667,15.1 km,26.5,15.8 km,15.9,7.3 km,26.86666666666667,13.8 km,31.53333333333333,22.2 km,"35.775784, 139.6953"
346,奥沢駅,35.60399,139.67226000000002,34.4,13.3 km,26.66666666666667,16.8 km,24.13333333333333,9.0 km,40.833333333333336,20.8 km,31.5,20.5 km,31.466666666666665,9.5 km,"35.60399, 139.67226000000002"
347,舎人駅,35.80564000000001,139.77016,31.516666666666666,21.6 km,29.63333333333333,24.3 km,34.016666666666666,24.9 km,23.43333333333333,16.5 km,31.28333333333333,11.5 km,38.1,30.7 km,"35.80564000000001, 139.77016"
348,小伝馬町駅,35.690407,139.7788,27.73333333333333,8.2 km,7.133333333333334,1.6 km,20.28333333333333,11.6 km,27.6,11.5 km,6.0,2.8 km,17.2,8.9 km,"35.690407, 139.7788"
349,外苑前駅,35.670547,139.71805,12.966666666666667,3.7 km,15.2,5.3 km,9.15,2.3 km,29.25,8.8 km,21.45,10.8 km,23.88333333333333,7.5 km,"35.670547, 139.71805"
350,馬込駅,35.59638599999999,139.71182,25.1,12.2 km,17.883333333333333,13.8 km,22.266666666666666,7.3 km,33.48333333333333,23.0 km,22.7,17.5 km,22.216666666666665,6.6 km,"35.59638599999999, 139.71182"
351,久我山駅,35.688152,139.5993,22.13333333333333,11.3 km,32.86666666666667,19.5 km,27.63333333333333,14.1 km,38.4,14.2 km,40.56666666666667,24.3 km,43.08333333333334,24.0 km,"35.688152, 139.5993"
352,北品川駅,35.622066,139.7392,29.61666666666667,15.4 km,16.933333333333334,8.8 km,20.866666666666667,6.9 km,35.333333333333336,21.0 km,21.75,12.5 km,7.9,1.9 km,"35.622066, 139.7392"
353,西葛西駅,35.664482,139.85918,36.35,20.2 km,24.13333333333333,10.2 km,30.05,23.9 km,31.13333333333333,28.0 km,28.1,17.9 km,31.08333333333333,19.1 km,"35.664482, 139.85918"
354,富士見ヶ丘駅,35.684788,139.60721,16.133333333333333,10.0 km,26.86666666666667,18.2 km,21.63333333333333,12.9 km,24.75,15.7 km,30.3,23.9 km,32.833333333333336,23.6 km,"35.684788, 139.60721"
355,赤土小学校前駅,35.74287,139.76904,26.966666666666665,18.1 km,22.16666666666667,9.2 km,29.466666666666665,21.4 km,18.883333333333333,13.0 km,14.566666666666665,4.5 km,30.08333333333333,15.4 km,"35.74287, 139.76904"
356,小菅駅,35.758717,139.81267,28.7,20.5 km,26.66666666666667,12.4 km,31.18333333333333,23.8 km,20.6,15.4 km,19.066666666666666,7.7 km,34.583333333333336,18.6 km,"35.758717, 139.81267"
357,原宿駅,35.67022700000001,139.7027,10.116666666666667,2.7 km,20.03333333333333,9.9 km,4.933333333333334,1.3 km,26.2,7.6 km,28.816666666666666,11.1 km,29.05,8.5 km,"35.67022700000001, 139.7027"
358,水道橋駅,35.70205,139.7535,21.86666666666667,6.3 km,12.266666666666667,3.1 km,21.116666666666667,11.4 km,19.633333333333333,8.8 km,12.35,3.3 km,20.916666666666668,11.6 km,"35.70205, 139.7535"
359,青山一丁目駅,35.672855,139.72385,12.816666666666665,3.7 km,13.633333333333333,4.7 km,9.816666666666666,2.6 km,27.5,8.2 km,19.866666666666667,10.2 km,22.316666666666666,6.9 km,"35.672855, 139.72385"
360,御嶽山駅,35.585278,139.68239,37.41666666666666,15.8 km,26.41666666666667,16.9 km,30.4,10.4 km,42.016666666666666,26.1 km,31.23333333333333,20.6 km,31.216666666666665,9.7 km,"35.585278, 139.68239"
361,溜池山王駅,35.672129999999996,139.7414,16.25,5.0 km,8.966666666666667,3.4 km,13.9,4.5 km,21.65,13.1 km,14.55,8.0 km,20.016666666666666,5.9 km,"35.67213, 139.7414"
362,旗の台駅,35.60488,139.70271,25.85,12.4 km,19.03333333333333,14.0 km,23.35,10.0 km,35.583333333333336,23.0 km,23.85,17.7 km,23.816666666666666,6.8 km,"35.60488, 139.70271"
363,青井駅,35.772564,139.82037,32.88333333333333,25.9 km,20.683333333333334,15.9 km,35.86666666666667,28.2 km,25.28333333333333,19.8 km,24.55,9.3 km,30.35,22.4 km,"35.772564, 139.82037"
364,代々木駅,35.683033,139.70206000000002,6.65,1.4 km,18.5,8.5 km,10.733333333333333,3.4 km,21.83333333333333,6.0 km,30.36666666666667,9.3 km,24.466666666666665,13.9 km,"35.683033, 139.70206000000002"
365,昭和島駅,35.570859999999996,139.75,27.816666666666666,22.7 km,14.383333333333333,13.9 km,22.61666666666667,16.8 km,32.78333333333333,26.1 km,19.216666666666665,17.6 km,19.2,7.8 km,"35.57086, 139.75"
366,等々力駅,35.608356,139.64795,34.56666666666667,14.9 km,30.05,17.0 km,24.38333333333333,10.5 km,43.0,20.6 km,34.86666666666667,20.7 km,36.18333333333333,11.8 km,"35.608356, 139.64795"
367,春日駅,35.70988,139.75314,24.93333333333333,7.0 km,16.45,3.9 km,26.43333333333333,12.7 km,22.016666666666666,6.0 km,10.016666666666667,2.5 km,27.716666666666665,12.6 km,"35.70988, 139.75314"
368,東松原駅,35.662643,139.65547,15.933333333333335,6.1 km,26.11666666666667,14.4 km,17.55,5.8 km,24.0,11.8 km,29.566666666666666,20.0 km,32.083333333333336,19.7 km,"35.662643, 139.65547"
369,新宿三丁目駅,35.6908,139.70636000000002,5.7333333333333325,1.1 km,22.566666666666666,6.7 km,15.166666666666664,4.3 km,18.1,5.0 km,26.0,7.9 km,27.61666666666667,14.5 km,"35.6908, 139.70636000000002"
370,荒川区役所前駅,35.734916999999996,139.7864,30.2,18.0 km,17.65,8.1 km,26.88333333333333,18.9 km,25.95,12.4 km,10.05,3.4 km,25.58333333333333,14.4 km,"35.734917, 139.7864"
371,信濃町駅,35.68006,139.72032,22.93333333333333,9.4 km,12.866666666666667,6.4 km,17.066666666666666,10.3 km,20.733333333333334,13.8 km,18.233333333333334,9.4 km,18.15,11.6 km,"35.68006, 139.72032"
372,浮間舟渡駅,35.791252,139.69135,32.86666666666667,17.2 km,30.65,19.7 km,35.03333333333333,20.4 km,24.45,12.0 km,35.416666666666664,18.4 km,40.06666666666667,26.8 km,"35.791252, 139.69135"
373,神保町駅,35.69593,139.75763,19.75,5.8 km,10.083333333333334,2.6 km,20.366666666666667,11.3 km,19.65,10.6 km,14.333333333333336,3.4 km,20.166666666666668,11.6 km,"35.69593, 139.75763"
374,稲荷町駅,35.711376,139.78221000000002,32.8,9.6 km,11.4,5.3 km,22.38333333333333,14.3 km,32.63333333333333,9.0 km,1.7833333333333334,0.6 km,19.316666666666666,11.6 km,"35.711376, 139.78221000000002"
375,東雲駅,35.64068599999999,139.8036,29.0,19.3 km,15.566666666666665,10.6 km,23.8,13.4 km,31.68333333333333,22.8 km,20.4,14.2 km,20.266666666666666,10.0 km,"35.64068599999999, 139.8036"
376,芝公園駅,35.653934,139.74983,21.3,9.9 km,5.566666666666666,4.6 km,13.616666666666667,5.6 km,23.966666666666665,16.7 km,10.383333333333333,8.3 km,12.15,3.6 km,"35.653934, 139.74983"
377,世田谷駅,35.643463,139.65071,23.23333333333333,8.6 km,23.41666666666667,15.6 km,15.733333333333333,5.2 km,31.66666666666667,14.3 km,28.25,19.3 km,38.13333333333333,12.1 km,"35.643463, 139.65071"
378,下赤塚駅,35.770477,139.64488,31.55,17.6 km,29.66666666666667,20.3 km,34.05,21.0 km,24.86666666666667,8.2 km,34.416666666666664,19.0 km,39.083333333333336,27.4 km,"35.770477, 139.64488"
379,三鷹駅,35.702717,139.56104,38.85,14.3 km,44.55,23.6 km,43.8,17.2 km,46.91666666666666,20.0 km,48.0,29.3 km,50.51666666666666,29.0 km,"35.702717, 139.56104"
380,江戸川駅,35.737663,139.89609,41.85,32.1 km,29.65,22.1 km,39.95,32.4 km,36.7,26.4 km,33.666666666666664,16.3 km,39.31666666666667,28.6 km,"35.737663, 139.89609"
381,九品仏駅,35.60541,139.66109,32.46666666666667,13.6 km,27.86666666666667,15.9 km,22.2,9.4 km,40.88333333333333,19.3 km,32.68333333333333,19.6 km,34.0,10.7 km,"35.60541, 139.66109"
382,舎人公園駅,35.796394,139.77016,32.11666666666667,21.9 km,30.23333333333333,24.6 km,34.61666666666667,25.2 km,24.03333333333333,16.8 km,31.516666666666666,11.6 km,38.68333333333333,31.0 km,"35.796394, 139.77016"
383,梶原駅,35.751064,139.74727,23.55,13.7 km,21.66666666666667,16.3 km,26.05,17.0 km,15.466666666666667,8.6 km,20.58333333333333,6.6 km,31.08333333333333,23.4 km,"35.751064, 139.74727"
384,東向島駅,35.72489500000001,139.81947,37.13333333333333,16.7 km,17.566666666666666,9.1 km,28.55,20.2 km,26.9,20.4 km,16.666666666666668,5.3 km,27.23333333333333,15.6 km,"35.72489500000001, 139.81947"
385,芝浦ふ頭駅,35.642241999999996,139.75783,27.2,23.7 km,12.116666666666667,10.6 km,20.35,13.4 km,28.4,24.1 km,16.933333333333334,14.3 km,17.983333333333334,9.4 km,"35.642242, 139.75783"
386,越中島駅,35.667976,139.79265,26.88333333333333,14.1 km,12.5,3.4 km,21.6,13.4 km,28.066666666666666,14.6 km,15.333333333333336,7.1 km,20.28333333333333,8.8 km,"35.667976, 139.79265"
387,大門駅,35.656643,139.75455,23.35,7.6 km,7.15,3.3 km,15.7,6.7 km,25.61666666666667,15.1 km,12.733333333333333,8.0 km,14.383333333333333,4.3 km,"35.656643, 139.75455"
388,小村井駅,35.710293,139.82762,39.46666666666667,16.6 km,25.53333333333333,7.6 km,30.2,19.3 km,31.65,21.3 km,18.9,5.2 km,29.55,15.5 km,"35.710293, 139.82762"
389,高野駅,35.768383,139.77081,25.63333333333333,17.0 km,28.016666666666666,12.0 km,28.13333333333333,20.4 km,17.55,11.9 km,20.416666666666668,7.3 km,35.93333333333333,18.3 km,"35.768383, 139.77081"
390,東陽町駅,35.669575,139.8177,26.0,16.1 km,17.8,5.2 km,24.78333333333333,17.2 km,27.2,16.6 km,17.283333333333335,10.0 km,23.466666666666665,12.6 km,"35.669575, 139.8177"
391,国立競技場駅,35.67966,139.7143,8.716666666666667,2.3 km,14.083333333333336,7.0 km,10.1,3.1 km,24.03333333333333,7.0 km,22.38333333333333,9.4 km,19.366666666666667,12.2 km,"35.67966, 139.7143"
392,東伏見駅,35.72867,139.56423999999998,45.9,15.5 km,52.61666666666667,29.4 km,49.5,19.7 km,46.73333333333333,15.5 km,57.36666666666667,28.0 km,60.7,30.4 km,"35.72867, 139.56423999999998"
393,宮の坂駅,35.647545,139.64488,24.13333333333333,8.8 km,26.316666666666666,16.5 km,20.2,6.5 km,32.56666666666667,14.5 km,31.15,20.2 km,41.03333333333333,13.0 km,"35.647545, 139.64488"
394,竹橋駅,35.690273,139.75832,19.816666666666666,6.0 km,9.233333333333333,2.0 km,18.83333333333333,10.1 km,19.08333333333333,10.1 km,16.533333333333335,4.2 km,19.9,11.4 km,"35.690273, 139.75832"
395,参宮橋駅,35.6786,139.6936,7.433333333333334,1.9 km,18.5,10.2 km,12.05,4.2 km,21.15,8.2 km,26.4,12.3 km,24.466666666666665,15.5 km,"35.6786, 139.6936"
396,神谷町駅,35.662846,139.74522,20.983333333333334,6.4 km,9.783333333333333,3.6 km,15.083333333333336,6.2 km,25.35,14.2 km,15.783333333333333,9.7 km,15.183333333333335,4.5 km,"35.662846, 139.74522"
397,千駄ヶ谷駅,35.681194,139.71126999999998,11.666666666666664,3.6 km,13.616666666666667,7.2 km,13.8,4.6 km,21.48333333333333,14.6 km,16.366666666666667,12.7 km,18.9,12.5 km,"35.681194, 139.71126999999998"
398,都庁前駅,35.69057,139.69269,6.033333333333332,1.6 km,17.783333333333335,10.2 km,16.066666666666666,5.0 km,17.25,7.3 km,25.68333333333333,12.3 km,23.75,15.6 km,"35.69057, 139.69269"
399,新大久保駅,35.701244,139.70023,8.266666666666667,1.7 km,29.08333333333333,7.8 km,20.08333333333333,5.8 km,14.866666666666667,4.5 km,28.466666666666665,7.9 km,32.15,17.7 km,"35.701244, 139.70023"
400,葛西臨海公園駅,35.644386,139.86158999999998,34.93333333333333,19.6 km,15.366666666666667,12.1 km,21.966666666666665,20.2 km,28.766666666666666,22.5 km,18.85,15.9 km,24.8,15.2 km,"35.644386, 139.86158999999998"
401,世田谷代田駅,35.65835,139.66158000000001,17.05,6.1 km,24.066666666666666,16.4 km,15.15,4.9 km,25.48333333333333,11.8 km,28.88333333333333,20.1 km,29.23333333333333,16.6 km,"35.65835, 139.66158"
402,大杉第２小学校前,35.70673,139.88118,37.266666666666666,21.0 km,17.683333333333334,13.4 km,28.66666666666667,24.5 km,33.71666666666667,26.1 km,27.18333333333333,12.9 km,27.35,19.9 km,"35.70673, 139.88118"
403,新三河島駅,35.73731,139.77411,30.63333333333333,16.3 km,21.98333333333333,9.5 km,33.13333333333333,19.7 km,22.53333333333333,11.3 km,14.383333333333333,4.8 km,29.9,15.7 km,"35.73731, 139.77411"
404,面影橋駅,35.71312,139.71391,13.816666666666665,3.4 km,17.133333333333333,9.3 km,22.8,6.8 km,9.6,2.6 km,21.6,6.5 km,26.55,16.4 km,"35.71312, 139.71391"
405,八潮駅,35.807835,139.84483,37.31666666666667,30.5 km,25.1,20.5 km,40.3,32.8 km,29.716666666666665,24.4 km,28.566666666666666,16.5 km,34.766666666666666,27.0 km,"35.807835, 139.84483"
406,沼部駅,35.582497,139.67314,37.65,16.5 km,30.83333333333333,18.1 km,34.81666666666667,11.6 km,46.43333333333333,27.3 km,35.65,21.8 km,37.6,12.6 km,"35.582497, 139.67314"
407,築地駅,35.66766,139.77211,22.1,15.0 km,7.95,2.0 km,15.133333333333333,10.9 km,23.65,14.5 km,10.066666666666666,6.0 km,13.833333333333336,6.3 km,"35.66766, 139.77211"
408,末広町駅,35.702896,139.77165,25.98333333333333,7.9 km,10.766666666666667,2.7 km,23.2,12.6 km,22.9,10.1 km,4.65,1.1 km,21.366666666666667,10.4 km,"35.702896, 139.77165"
409,御徒町駅,35.707542,139.77486000000002,29.08333333333333,8.5 km,14.016666666666667,3.5 km,24.48333333333333,14.2 km,26.016666666666666,10.7 km,2.683333333333333,0.5 km,21.416666666666668,11.5 km,"35.707542, 139.77486000000002"
410,豪徳寺駅,35.65374,139.64735,19.83333333333333,8.5 km,31.36666666666667,21.9 km,19.133333333333333,5.7 km,28.45,14.2 km,31.11666666666667,20.4 km,41.16666666666666,13.7 km,"35.65374, 139.64735"
411,天空橋駅,35.54803,139.75465,30.86666666666667,25.5 km,17.433333333333334,16.7 km,23.9,21.4 km,35.833333333333336,28.9 km,22.25,20.4 km,21.08333333333333,13.9 km,"35.54803, 139.75465"
412,新代田駅,35.662597999999996,139.66052,15.7,5.8 km,23.7,16.8 km,14.783333333333333,5.3 km,24.13333333333333,11.5 km,28.516666666666666,20.5 km,28.86666666666667,17.0 km,"35.662598, 139.66052"
413,向原駅,35.728905,139.72488,23.68333333333333,6.5 km,15.5,10.1 km,25.1,16.9 km,10.433333333333334,2.2 km,20.15,6.0 km,24.91666666666667,17.2 km,"35.728905, 139.72488"
414,永田町駅,35.6786,139.74028,14.033333333333333,4.5 km,10.533333333333333,3.3 km,13.2,4.2 km,27.03333333333333,11.6 km,18.066666666666666,6.9 km,18.08333333333333,9.7 km,"35.6786, 139.74028"
